🎬 Titre;📅 Année;🏷️ Type;🎯 Thème;🏟️ Club-sélection;👥 Personnages clés;Date diffusion;📺 Diffuseur;🗣️ Langue;Qualité;⏳ Durée (min);🎞️ Série-Collection;Commentaires sur fichier
Histoire de Champions - Inter Milan;2022;Documentaire, Magazine TV;Club, Histoire du football, Ligue des champions (général), Ligue des champions 2009-2010, Rétrospective;Inter Milan;;;Canal+;Français;;90;Histoire de Champions;
L’Équipe enquete 2018-2022 Les Bleus en pleine tempete;2022;Documentaire;Équipe de France;France;;;L'Équipe;Français;;0;L'Équipe Enquête;
Manchester United - Début de Règne (C+);2022;Documentaire;Club;Manchester United;;;Canal+;Français;;0;;
Nadeshiko;2022;Documentaire;Club, Coupe du monde féminine, Football féminin;Japon féminin;;;FIFA+;VOSTFR;;0;;
Bernard Tapie - le spectacle permanent;2023;Documentaire;Affaires et scandales, Club, Politique et société, Portrait;Olympique de Marseille;Bernard Tapie;15/09/2023;France 5;Français;;90;;
Histoire de Champions - David Beckham;2023;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;Manchester United, Real Madrid;David Beckham;;Canal+;Français;;85;Histoire de Champions;Doublon/variante présent dans le fichier source
Le Match de la Honte;2023;Analyse, Magazine TV;Analyse, Arbitrage, Club, Ligue des champions (général);Chelsea, FC Barcelona;Didier Drogba, Tony Chapron;12/02/2023;Canal+;Français;;23;Décrypté;
Remontadas;2023;Documentaire;Club, Ligue des champions (général), Retournements de situation;AC Milan, FC Barcelona, Liverpool, Paris Saint-Germain, Real Madrid;Didier Drogba, Karim Benzema, Lionel Messi;12/02/2023;Canal+;Français;;89;;
Histoire de Champions - Didier Drogba;2023;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;Chelsea, Olympique de Marseille;Didier Drogba;;Canal+;Français;;91;Histoire de Champions;
Histoire de Champions - Eden Hazard;2023;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;Chelsea, Lille OSC, Real Madrid;Eden Hazard;;Canal+;Français;;75;Histoire de Champions;
Histoire de Champions - Jürgen Klopp;2023;Documentaire, Magazine TV;Carrière, Club, Entraîneur, Histoire du football, Ligue des champions (général), Portrait;Borussia Dortmund, Liverpool;Jürgen Klopp;;Canal+;Français;;96;Histoire de Champions;
Histoire de Champions - Thierry Henry à Arsenal;2023;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;Arsenal;Thierry Henry;;Canal+;Français;;84;Histoire de Champions;
Histoire de Champions - Thierry Henry à Barcelone;2023;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;FC Barcelona;Thierry Henry;;Canal+;Français;;86;Histoire de Champions;
Histoire de Champions - Thierry Henry à Monaco;2023;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;AS Monaco;Thierry Henry;;Canal+;Français;;74;Histoire de Champions;
Histoire de Champions - Zlatan Ibrahimović;2023;Documentaire, Magazine TV;Carrière, Histoire du football, Ligue des champions (général), Portrait;;Zlatan Ibrahimović;;Canal+;Français;;86;Histoire de Champions;
Le pénalty sur Nilmar;2023;Analyse, Magazine TV;Analyse, Arbitrage, Club, Ligue des champions (général);Olympique Lyonnais, PSV Eindhoven;Jean-Michel Aulas, Nilmar, Tony Chapron;22/04/2023;Canal+;Français;720p;24;Décrypté;
Pelé - La dernière danse;2023;Documentaire;Carrière, Club, Histoire du football, Portrait;Brésil, Santos;Pelé;02/01/2023;L'Équipe;Français;1080p;52;;
Histoire de Champions - Ronaldo;2023;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;Real Madrid;Ronaldo Nazário;;Canal+;Français;;83;Histoire de Champions;Doublon/variante présent dans le fichier source
Au Nord - Petits secrets d'une grande saison;2023;Coulisses, Documentaire;Club, Coulisses, Ligue 1, Rétrospective de saison;RC Lens;Brice Samba, Florian Sotoca, Franck Haise, Jean-Louis Leca, Seko Fofana;10/06/2023;Prime Video;Français;;65;;Documentaire consacré à la saison 2022-2023 du RC Lens.
The Week-end - 30 ans de Premier League;2023;Magazine TV, Émission spéciale;Premier League;;;15/01/2023;Canal+;Français;;102;;
Histoire de Champions - Émission du 5 mai 2023;2023;Documentaire, Magazine TV;Histoire du football, Ligue des champions (général);;;05/05/2023;Canal+;Français;;0;Histoire de Champions;
Les Minots - le football à l'état pur;2023;Documentaire;Club, Formation, Histoire du football, Ligue 2;Olympique de Marseille;;25/06/2023;Canal+;Français;;97;;
OM - dans les yeux des miens;2023;Documentaire;Club, Société, Supporters;Olympique de Marseille;;21/09/2023;Canal+;Français;;98;;
Histoire de Champions - Lens en Ligue des champions (1998-1999);2023;Documentaire, Magazine TV;Club, Histoire du football, Ligue des champions (général), Ligue des champions 1998-1999, Rétrospective;RC Lens;;;Canal+;Français;;84;Histoire de Champions;
Histoire de Champions - Lens en Ligue des champions (2002-2003);2023;Documentaire, Magazine TV;Club, Histoire du football, Ligue des champions (général), Ligue des champions 2002-2003, Rétrospective;RC Lens;;;Canal+;Français;;89;Histoire de Champions;
Histoire de Champions - Les duels Real / Barça;2023;Documentaire, Magazine TV;Club, Histoire du football, Ligue des champions (général), Rivalités;FC Barcelona, Real Madrid;;;Canal+;Français;;94;Histoire de Champions;
Marseille capitale;2023;Documentaire;Club, Histoire du football, Ligue des champions (général), Ligue des champions 1992-1993, Supporters;Olympique de Marseille;;;Canal+;Français;;26;;
Histoire de Champions - Del Piero;2024;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;Juventus;Alessandro Del Piero;;Canal+;Français;;83;Histoire de Champions;
Histoire de Champions - Monaco 2004;2024;Documentaire, Magazine TV;Club, Histoire du football, Ligue des champions (général), Ligue des champions 2003-2004, Rétrospective;AS Monaco;Didier Deschamps, Fernando Morientes, Ludovic Giuly;;Canal+;Français;;88;Histoire de Champions;
Giroud;2024;Documentaire;Portrait, Équipe de France;France;Olivier Giroud;26/05/2024;Canal+;Français;;78;;
Histoire de Champions - Auxerre;2024;Documentaire, Magazine TV;Club, Histoire du football, Ligue des champions (général), Ligue des champions 1996-1997, Rétrospective;AJ Auxerre;Guy Roux;;Canal+;Français;;87;Histoire de Champions;
Histoire de Champions - Andrés Iniesta;2024;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;FC Barcelona;Andrés Iniesta;;Canal+;Français;;90;Histoire de Champions;
Histoire de Champions - Carlo Ancelotti;2024;Documentaire, Magazine TV;Carrière, Club, Entraîneur, Histoire du football, Ligue des champions (général), Portrait;AC Milan, Real Madrid;Carlo Ancelotti;;Canal+;Français;;90;Histoire de Champions;
Histoire de Champions - Raphaël Varane;2024;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;Manchester United, Real Madrid;Raphaël Varane;;Canal+;Français;;90;Histoire de Champions;
Histoire de Champions - Samuel Eto'o;2024;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;FC Barcelona, Inter Milan;Samuel Eto'o;;Canal+;Français;;85;Histoire de Champions;
Thierry Henry - la main dans le sac (L’Équipe);2024;Documentaire;Portrait;;Thierry Henry;;L'Equipe TV;Français;;0;Tourbillons;
Histoire de Champions - Vinicius Júnior;2024;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;Real Madrid;Vinícius Júnior;;Canal+;Français;;86;Histoire de Champions;
Le phénomène Mbappé;2024;Documentaire;Portrait;;Kylian Mbappé;09/06/2024;TF1;Français;;102;;
Présentation de Kylian Mbappé au Real Madrid;2024;Archive TV, Émission spéciale;Club, Présentation de joueur, Real Madrid;Real Madrid;Kylian Mbappé;16/07/2024;Infosport+;Français;;0;;
Mbappé-PSG - l'amour dure 7 ans;2024;Documentaire;Club, Ligue 1, Portrait;Paris Saint-Germain;Kylian Mbappé;;Canal+;Français;;42;;
Paul Pogba - Liaisons toxiques;2024;Documentaire, Enquête;Affaires et scandales, Carrière, Club, Portrait;France, Juventus, Manchester United;Mathias Pogba, Paul Pogba;13/06/2024;L'Équipe;Français;;97;L'Équipe Enquête;
Untold Hope Solo vs U S Soccer;2024;Documentaire;Affaires et scandales, Carrière, Club, Football féminin, Portrait;États-Unis;Hope Solo;;Netflix;Anglais;;0;;
Vous ne pouvez pas comprendre !;2024;Série documentaire;Club, Portrait;Paris Saint-Germain;Luis Enrique;;Canal+;Français;;;Vous ne pouvez pas comprendre !;
Histoire de Champions - Real Sociedad;2024;Documentaire, Magazine TV;Club, Histoire du football, Ligue des champions (général);Real Sociedad;Antoine Griezmann, Xabi Alonso;;Canal+;Français;;76;Histoire de Champions;
99 - Épisode 1 - Remporter la Ligue;2024;Série documentaire;Club, FA Cup, Ligue des champions (général), Premier League, Rétrospective;Manchester United;Alex Ferguson, David Beckham, Gary Neville;17/05/2024;Amazon Prime Video;Français;;57;99;
99 - Épisode 2 - Imbattables;2024;Série documentaire;Club, FA Cup, Ligue des champions (général), Premier League, Rétrospective;Manchester United;Alex Ferguson, David Beckham, Gary Neville;17/05/2024;Amazon Prime Video;Français;;57;99;
99 - Épisode 3 - Entrer dans l'Histoire;2024;Série documentaire;Club, FA Cup, Histoire du football, Ligue des champions (général), Premier League, Rétrospective;Manchester United;Alex Ferguson, David Beckham, Gary Neville;17/05/2024;Amazon Prime Video;Français;;56;99;
Histoire de Champions - Lyon 2009-2010;2024;Documentaire, Magazine TV;Club, Histoire du football, Ligue des champions (général), Ligue des champions 2009-2010, Rétrospective;Olympique Lyonnais;Claude Puel;;Canal+;Français;;91;Histoire de Champions;
Des cris dans le stade - enquête sur le racisme dans le football;2024;Documentaire;Racisme et société;;;11/06/2024;France 5;Français;;90;;
Hommage à Mr Didier ROUSTAN (Équipe de Greg du);2024;Magazine TV;Football;;;11/09/2024;L'Équipe;Français;;0;L'Équipe de Greg;
Hommage à Mr Didier ROUSTAN (Équipe du Soir du);2024;Magazine TV;Football;;;11/09/2024;L'Équipe;Français;;0;L'Équipe du Soir;
France-Algérie - le grand gâchis (L’Équipe);2024;Documentaire;Club;France;;;L'Equipe TV;Français;;0;Tourbillons;
Histoire de Champions - El Real Time;2024;Documentaire, Magazine TV;Club, Histoire du football, Ligue des champions (général), Rétrospective;Real Madrid;;;Canal+;Français;;88;Histoire de Champions;
Histoire de Champions - Lille;2024;Documentaire, Magazine TV;Club, Histoire du football, Ligue des champions (général), Rétrospective;Lille OSC;;;Canal+;Français;;92;Histoire de Champions;
Histoire de Champions - Paris SG;2024;Documentaire, Magazine TV;Club, Histoire du football, Ligue des champions (général), Rétrospective;Paris Saint-Germain;;;Canal+;Français;;92;Histoire de Champions;
La tragédie du Heysel - Épisode 1 - Engrenage;2024;Série documentaire;Club, Coupe d'Europe des clubs champions, Drames du football, Histoire du football, Hooliganisme;Juventus, Liverpool;;;Planète+;Français;;52;La tragédie du Heysel;Série réalisée en 2022 et diffusée en France sur Planète+ en 2024.
La tragédie du Heysel - Épisode 2 - Effondrement;2024;Série documentaire;Club, Coupe d'Europe des clubs champions, Drames du football, Histoire du football, Hooliganisme;Juventus, Liverpool;;;Planète+;Français;;52;La tragédie du Heysel;Série réalisée en 2022 et diffusée en France sur Planète+ en 2024.
La tragédie du Heysel - Épisode 3 - Spectacle;2024;Série documentaire;Club, Coupe d'Europe des clubs champions, Drames du football, Histoire du football, Hooliganisme;Juventus, Liverpool;;;Planète+;Français;;52;La tragédie du Heysel;Série réalisée en 2022 et diffusée en France sur Planète+ en 2024.
La tragédie du Heysel - Épisode 4 - Responsables;2024;Série documentaire;Club, Coupe d'Europe des clubs champions, Drames du football, Histoire du football, Hooliganisme;Juventus, Liverpool;;;Planète+;Français;;52;La tragédie du Heysel;Série réalisée en 2022 et diffusée en France sur Planète+ en 2024.
La tragédie du Heysel - Épisode 5 - Coupables;2024;Série documentaire;Club, Coupe d'Europe des clubs champions, Drames du football, Histoire du football, Hooliganisme;Juventus, Liverpool;;;Planète+;Français;;52;La tragédie du Heysel;Série réalisée en 2022 et diffusée en France sur Planète+ en 2024.
La tragédie du Heysel - Épisode 6 - Pardon;2024;Série documentaire;Club, Coupe d'Europe des clubs champions, Drames du football, Histoire du football, Hooliganisme;Juventus, Liverpool;;;Planète+;Français;;52;La tragédie du Heysel;Série réalisée en 2022 et diffusée en France sur Planète+ en 2024.
OL - au cœur d’une folle saison (L'Équipe);2024;Documentaire;Club, Coulisses;Olympique Lyonnais;;;L'Équipe;Français;;0;;
Cristiano Ronaldo - quarantaine rugissante;2025;Documentaire;Club, Portrait;Portugal;Cristiano Ronaldo;;Canal+;Français;;26;;
Jubilé Djibril Cissé;2025;Documentaire;Portrait;;Djibril Cissé;27/05/2025;L'Équipe;Français;;0;;
Après tant d'années… PSG - le film du sacre;2025;Documentaire;Club, Ligue 1;Paris Saint-Germain;;08/06/2025;Canal+;Français;;75;;
Big Five PSG - 40 ans de coupes d'Europe;2025;Magazine TV, Émission spéciale;Club, Coupes d’Europe;Paris Saint-Germain;;;Canal+;Français;;89;Big Five;
Euro 2000 - le chef-d'œuvre de Trezegold;2025;Documentaire;Euro (général), Euro 2000, Sélections nationales, Équipe de France;France;;;Canal+;Français;;0;;
Le grand multiplex;2025;Documentaire;Histoire du football, Ligue des champions (général);;;;Canal+;Français;;135;;
Nos meilleures archives foot;2025;Compilation, Magazine TV;Archives TV, Histoire du football;;;;Canal+;Français;;0;Vintage Football Club;Compilation d’archives de 40 ans de football sur Canal+, réalisée par Olivier Tallaron et David Berger.
Ronaldinho - Le seul et l'unique - Épisode 1 - C'était écrit;2026;Série documentaire;Carrière, Club, Portrait;Brésil, Grêmio;Ronaldinho;16/04/2026;Netflix;Français, Portugais;1080p, MKV, WEB;54;Ronaldinho : Le seul et l'unique;
Ronaldinho - Le seul et l'unique - Épisode 2 - Le meilleur du monde;2026;Série documentaire;Carrière, Club, Portrait;Brésil, FC Barcelona, Paris Saint-Germain;Ronaldinho;16/04/2026;Netflix;Français, Portugais;1080p, MKV, WEB;57;Ronaldinho : Le seul et l'unique;
Ronaldinho - Le seul et l'unique - Épisode 3 - Qui a dit que j'étais fini ?;2026;Série documentaire;Carrière, Club, Portrait;AC Milan, Atlético Mineiro, Brésil, Flamengo;Ronaldinho;16/04/2026;Netflix;Français, Portugais;1080p, MKV, WEB;56;Ronaldinho : Le seul et l'unique;
Histoire de Champions - Arsenal 2005-2006;2026;Documentaire, Magazine TV;Club, Clubs, Histoire du football, Ligue des champions (général), Ligue des champions 2005-2006, Rétrospective;Arsenal, FC Barcelona;Arsène Wenger, Thierry Henry;20/05/2026;Canal+ Foot;Français;MP4;92;Histoire de Champions;Retour sur le parcours d'Arsenal jusqu'à la finale de la Ligue des champions 2005-2006.
Le Bus - Les Bleus en grève;2026;Documentaire;Affaires du football, Coulisses, Coupe du Monde (général), Coupe du Monde 2010, Sélections nationales;France;Franck Ribéry, Nicolas Anelka, Patrice Evra, Raymond Domenech;;Netflix;Français;MKV;79;;Documentaire consacré à la grève de Knysna lors de la Coupe du Monde 2010.
USA 94 - Brazil's Return to Glory;2026;Documentaire;Coupe du Monde (général), Coupe du Monde 1994, Rétrospective, Sélections nationales;Brésil;Bebeto, Dunga, Romário;07/06/2026;Netflix;Français, Portugais;MKV;86;;Titre original brésilien : Tetra - Acreditar de Novo.
Denoueix - Le jeu avant le je;2026;Documentaire;Club, Entraîneur, Formation, Histoire du football, Portrait, Tactique;FC Nantes, Real Sociedad;Didier Deschamps, Mickaël Landreau, Pierre Sage, Raynald Denoueix, Xabi Alonso, Éric Carrière;09/03/2026;L'Équipe;Français;MP4;55;L'Équipe Explore;Le fichier mentionne 2025, mais la diffusion identifiée est en 2026.
Drame en barrages 1 sur 3 - L'Italie et la malédiction du Mondial;2026;Documentaire court, Série documentaire;Barrages, Coupe du Monde (général), Coupe du Monde 2022, Drames du football, Sélections nationales;Italie, Macédoine du Nord;Aleksandar Trajkovski;23/03/2026;L'Équipe;Français;MP4;15;Drame en barrages;Épisode consacré à l'élimination de l'Italie dans les barrages du Mondial 2022. Premier épisode consacré au barrage Italie–Macédoine du Nord du 24 mars 2022.
Génération Biétry;2026;Documentaire;Histoire du football, Médias, Portrait;;Charles Biétry;18/02/2026;Canal+;Français;HD, MP4;83;;Documentaire consacré à Charles Biétry et à son influence sur le football télévisé. Documentaire réalisé par Clément Repellin.
Liverpool - Le miracle d'Istanbul;2026;Documentaire;Club, Clubs, Ligue des champions (général), Ligue des champions 2004-2005;AC Milan, Liverpool;Jamie Carragher, Rafael Benítez, Steven Gerrard, Xabi Alonso;;Netflix;Anglais, Français;MKV;78;Untold UK;Titre original : Untold UK - Liverpool's Miracle of Istanbul.
Présentation de Ronaldo;;Archive web, Compilation;Présentation de joueur;;Cristiano Ronaldo;;;Polonais;;0;ALLGOALS.PL;Nom technique ALLGOALS.PL supprimé du titre
Hernán Crespo;;Documentaire;Carrière, Club, Portrait;Argentine;Hernán Crespo;;;;;0;;
La grande histoire - Zidane;;Documentaire;Carrière, Club, Histoire du football, Portrait;France, Real Madrid;Zinédine Zidane;;;Français;;0;;Titre harmonisé
Michel Hidalgo Interview L'Équipe TV;;Documentaire;Entraîneur, Portrait, Sélections nationales, Équipe de France;France;Michel Hidalgo;;L'Équipe;Français;;0;;
Heysel;;Documentaire;Club, Drames du football, Histoire du football, Hooliganisme;Juventus, Liverpool;;;;;;0;;Le titre identifie le drame du Heysel. Sujet : catastrophe du Heysel du 29 mai 1985. Année de diffusion non identifiée avec certitude.
L'Équipe du Dimanche;;Magazine TV;Championnats européens, Magazine football;;;;Canal+;Français;;45;L'Équipe du Dimanche;Doublon/variante présent dans le fichier source
Les Bleus et le Championnat d'Europe des Nations;;Compilation, Montage;Euro (général), Sélections nationales, Équipe de France;France;;;;Français;;0;soccers.fr;Le nom du fichier indique une provenance soccers.fr
